ID,电影名称,评分,评价人数,短评数量,影评数量,片长,语言,类型,导演,制片国家/地区,上映日期,看过人数,想看人数,星级,五星,四星,三星,二星,一星
137,义犬救主 Rescued by Ruby,7.3,2055,743,4,90,英语,剧情/儿童,凯特·西亚,美国,2022-03-17,2357,1156,3.5,0.179,0.369,0.391,0.053,0.009000000000000001
138,最后一搏 The Last Full Measure,6.7,2633,1103,25,110,英语,剧情/战争,托德·罗宾森,美国,2019-10-19,2992,3382,3.5,0.134,0.258,0.48,0.10400000000000001,0.025
139,影星永驻利物浦 Film Stars Don't Die in Liverpool,7.1,2217,1059,16,105,英语,剧情/爱情/传记,保罗·麦圭根,英国,2017-09-01,2721,5990,3.5,0.121,0.39,0.424,0.053,0.012
140,如影随心,4.7,23370,9826,270,96,汉语普通话,剧情/爱情,霍建起,中国大陆,2019-04-19,57093,12335,2.5,0.038,0.095,0.275,0.355,0.237
141,麦田里的反叛者 Rebel in the Rye,6.8,2508,971,23,106,英语,剧情/爱情/传记/战争,丹尼·斯特朗,美国,2017-01-24,3046,4659,3.5,0.12,0.299,0.462,0.10400000000000001,0.013999999999999999
142,你会在20岁时死去 ستموت في العشرين,7.2,2126,1096,13,105,阿拉伯语,剧情,Amjad Abu Alala,苏丹,2019-08-29,2457,9508,3.5,0.09,0.47700000000000004,0.397,0.03,0.006
143,杨德财征婚,5.5,3327,430,11,94,汉语普通话,剧情,冯海涛,中国大陆,2005-12-30,7461,604,3.0,0.037000000000000005,0.128,0.501,0.242,0.092
144,网络惊魂 The Net,6.9,2396,452,5,114,英语,剧情/动作/惊悚/犯罪,艾文·温克勒,美国,1995-07-28,3684,1047,3.5,0.09,0.34,0.498,0.064,0.008
145,无知无觉 Insensibles,6.8,2496,876,18,100,西班牙语,剧情/悬疑/惊悚,胡安·卡洛斯·梅迪纳,法国,2012-10-10,2979,3064,3.5,0.09300000000000001,0.305,0.506,0.08199999999999999,0.013999999999999999
146,独自夜归的女孩 A Girl Walks Home Alone at Night,6.8,2493,1019,7,101,波斯语,剧情/恐怖,安娜·莉莉·阿米普尔,美国,2014-11-21,3059,4995,3.5,0.111,0.319,0.44299999999999995,0.10400000000000001,0.023
147,白痴,6.9,2386,913,21,166,日语,剧情/爱情,黑泽明,日本,1951-05-23,3922,3764,3.5,0.128,0.331,0.42200000000000004,0.106,0.013000000000000001
148,在公交车站直到黎明 夜明けまでバス停で,6.4,3037,1437,20,91,日语,剧情,高桥伴明,日本,2022-10-08,3641,11911,3.0,0.066,0.256,0.501,0.151,0.026000000000000002
149,隋朝来客,4.7,22708,4367,84,101,汉语普通话,剧情/喜剧,庄宇新,中国大陆,2009-11-06,36198,1249,2.5,0.019,0.071,0.34299999999999997,0.363,0.205
150,情不自禁爱上你 I Could Never Be Your Woman,6.6,2736,743,15,97,英语,剧情/喜剧/爱情,艾米·海克林,美国,2007-05-11,3736,4226,3.5,0.07400000000000001,0.26899999999999996,0.5539999999999999,0.08800000000000001,0.015
151,候鸟 Pájaros de verano,6.7,2604,1018,12,125,西班牙语,剧情/惊悚,克丽丝蒂娜·加耶果,哥伦比亚,2018-05-09,4333,3955,3.5,0.073,0.336,0.483,0.09,0.018000000000000002
152,冬日奇缘 Winter's Tale,5.8,4497,1647,23,118,英语,剧情/悬疑/奇幻,阿齐瓦·高斯曼,美国,2014-02-14,7208,3012,3.0,0.065,0.155,0.439,0.272,0.069
153,英语老师 The English Teacher,6.4,3027,1077,14,93,英语,剧情/喜剧,克雷格·齐斯克,美国,2013-05-17,4786,2710,3.0,0.05,0.23399999999999999,0.589,0.111,0.015
154,南瓜与蛋黄酱 南瓜とマヨネーズ,6.4,3023,1321,11,93,日语,剧情,富永昌敬,日本,2017-11-11,4122,2516,3.0,0.053,0.249,0.5479999999999999,0.132,0.018000000000000002
155,艺校的秘密 Art School Confidential,7.2,2105,402,23,102,英语,剧情/喜剧,泰利·茨威戈夫,美国,2006-05-12,2980,2964,3.5,0.13699999999999998,0.39899999999999997,0.38299999999999995,0.066,0.013999999999999999
156,死吻 Kiss Me Deadly,7.0,2277,927,13,106,英语,剧情/惊悚/犯罪/黑色电影,罗伯特·奥尔德里奇,美国,1955-05-18,3016,4451,3.5,0.11199999999999999,0.361,0.44799999999999995,0.062,0.016
157,少女 少女～an adolescent,7.0,2276,712,10,132,日语,剧情/情色,奥田瑛二,日本,2001-09-29,3134,12768,3.5,0.162,0.321,0.414,0.079,0.025
158,大火将至 O que arde,6.9,2373,1294,16,86,加利西亚语,剧情/犯罪,奥利维尔·拉克谢,西班牙,2019-05-21,2706,5111,3.5,0.08800000000000001,0.377,0.451,0.07200000000000001,0.012
159,最终幻想14：光之老爸 剧场版 劇場版 ファイナルファンタジーXIV光のお父さん,7.3,2024,822,7,114,日语,剧情/家庭,野口照夫,日本,2019-06-21,2345,2569,3.5,0.154,0.418,0.377,0.042,0.009000000000000001
160,日日夜夜,5.9,2294,411,22,85,汉语普通话,剧情,王超,中国大陆,2005-03-27,3194,3176,3.0,0.069,0.16899999999999998,0.48,0.20800000000000002,0.073
161,堕落东京 トパーズ,6.7,2585,716,10,135,日语,剧情,村上龙,日本,1992-01-06,3660,7623,3.5,0.132,0.254,0.45899999999999996,0.128,0.027999999999999997
162,放射性物质 Radioactive,6.6,2709,1022,17,109,英语,剧情/传记,玛嘉·莎塔琵,英国,2019-09-14,3160,5200,3.5,0.085,0.263,0.546,0.08800000000000001,0.018000000000000002
163,美好的人生 Dear Zindagi,7.3,2017,712,25,151,印地语,剧情/爱情,高里·辛蒂,印度,2016-11-25,2307,2734,3.5,0.21,0.359,0.336,0.073,0.022000000000000002
164,插画情缘 Dedication,6.8,2466,406,46,95,英语,剧情/喜剧/爱情,贾斯汀·塞洛克斯,美国,2007-08-24,3531,3809,3.5,0.092,0.316,0.49,0.09,0.012
165,闲山：龙的出现 한산: 용의 출현,6.2,3363,1233,21,130,韩语,剧情/动作/历史/战争,金汉珉,韩国,2022-07-27,3741,2340,3.0,0.062,0.226,0.528,0.139,0.045
166,夫人 Madame,7.1,2170,774,11,90,英语,剧情/喜剧/爱情,阿曼达·斯特斯,法国,2017-06-12,2551,2998,3.5,0.10099999999999999,0.396,0.45399999999999996,0.047,0.002
167,婚礼上的玛戈特 Margot at the Wedding,6.5,2840,633,32,93,英语,剧情/喜剧,诺亚·鲍姆巴赫,美国,2007-08-31,4991,3050,3.5,0.069,0.253,0.54,0.126,0.012
168,大乐师．为爱配乐 大樂師．為愛配樂,5.9,2283,850,18,96,粤语,剧情/爱情/音乐,冯志强,中国香港,2017-12-07,2578,759,3.0,0.038,0.183,0.502,0.244,0.033
169,赤裸朱丽叶 Juliet  Naked,6.8,2454,1021,11,97,英语,剧情/喜剧/爱情/音乐,杰西·派瑞兹,美国,2018-01-19,2889,2876,3.5,0.08,0.345,0.494,0.07200000000000001,0.009000000000000001
170,盒装美人 Boxing Helena,6.2,3350,909,32,107,英语,剧情/爱情/悬疑/惊悚,詹妮弗·林奇,美国,1993-01,4425,5937,3.0,0.06,0.209,0.547,0.14800000000000002,0.035
171,碎片 カケラ,7.2,2082,862,7,107,日语,剧情,安藤桃子,日本,2010-04-03,2625,4592,3.5,0.147,0.374,0.423,0.048,0.006999999999999999
172,同班同学 同班同學,4.9,8901,2791,33,99,粤语,剧情,陆以心,中国香港,2015-10-29,12221,19595,2.5,0.042,0.087,0.34299999999999997,0.353,0.175
173,丽兹 Lizzie,6.1,3564,1152,14,105,英语,剧情/传记/犯罪,克雷格·麦克尼尔,美国,2018-01-23,4280,4202,3.0,0.061,0.17300000000000001,0.564,0.179,0.023
174,美国总统 The American President,6.8,2450,695,12,114,英语,剧情/喜剧/爱情,罗伯·莱纳,美国,1995-11-17,3715,2169,3.5,0.091,0.315,0.516,0.062,0.016
175,娚的一生 娚の一生,6.5,2827,1228,20,119,日语,剧情,广木隆一,日本,2015-02-14,4132,2402,3.5,0.08900000000000001,0.268,0.48200000000000004,0.138,0.023
176,黑猫警长电影版,5.6,2923,1113,37,78,汉语普通话,剧情/动画,戴铁郎,中国大陆,2010-04-23,3628,3073,3.0,0.115,0.142,0.366,0.17800000000000002,0.19899999999999998
177,礼物 gift,6.9,2341,884,11,91,日语,剧情,宫冈太郎,日本,2014-07-12,3383,2012,3.5,0.11,0.335,0.445,0.09300000000000001,0.017
178,亚子的秘密 ひみつのアッコちゃん,5.9,4080,1900,14,120,日语,剧情/喜剧,川村泰祐,日本,2012-09-01,4905,1245,3.0,0.051,0.166,0.512,0.225,0.045
179,女孩和蜘蛛 Das Mädchen und die Spinne,6.9,2340,1191,20,98,德语,剧情,拉蒙·曲尔歇尔,瑞士,2021-03-01,2892,7515,3.5,0.096,0.405,0.38,0.096,0.022000000000000002
180,迷失课后 放課後ロスト,6.7,2557,1000,10,102,日语,剧情,天野千寻,日本,2014-08-02,3137,1862,3.5,0.115,0.268,0.504,0.099,0.013999999999999999
181,市政大厅 City Hall,7.2,2072,377,15,111,英语,剧情/悬疑/惊悚/犯罪,哈罗德·贝克尔,美国,1996-02-16,2694,3115,3.5,0.124,0.41,0.428,0.032,0.006
182,奎迪3 Creed III,5.9,4073,1289,11,116,英语,剧情/运动,迈克尔·B·乔丹,美国,2023-03-01,4566,2302,3.0,0.027000000000000003,0.154,0.5720000000000001,0.226,0.022000000000000002
183,冲浪女孩布鲁娜 Bruna Surfistinha,6.6,2674,896,12,109,葡萄牙语,剧情,Marcus Baldini,巴西,2011-02-25,3353,1949,3.5,0.07200000000000001,0.297,0.529,0.085,0.018000000000000002
184,反托拉斯行动 AntiTrust,7.1,2146,430,13,109,英语,剧情/惊悚,彼得·休伊特,美国,2001-01-12,2724,3450,3.5,0.139,0.349,0.45,0.053,0.009000000000000001
185,中天 중천,5.7,4765,1081,34,105,韩语,剧情/动作/爱情/奇幻/冒险,赵东五,韩国,2006-12-20,7694,1054,3.0,0.044000000000000004,0.141,0.496,0.264,0.055999999999999994
186,奥斯汀乐园 Austenland,6.6,2668,1175,7,97,英语,剧情/爱情,杰鲁莎·赫斯,美国,2013-08-16,4600,1884,3.5,0.099,0.273,0.479,0.128,0.021
187,乐自芳邻来 Music From Another Room,6.9,2325,880,9,104,英语,剧情/喜剧/爱情,查理·皮特斯,美国,1998-04-24,4092,2669,3.5,0.10400000000000001,0.305,0.516,0.064,0.011000000000000001
188,他们非圣人 Ain't Them Bodies Saints,6.5,2799,1088,9,96,英语,剧情/爱情/犯罪,大卫·洛维,美国,2013-08-16,3414,3690,3.5,0.066,0.271,0.52,0.121,0.021
189,哈纳莱伊湾 ハナレイ・ベイ,7.1,2138,946,16,97,日语,剧情,松永大司,日本,2018-10-19,2635,3315,3.5,0.11199999999999999,0.39399999999999996,0.41700000000000004,0.062,0.015
190,沉默 침묵,6.1,3518,1131,16,125,韩语,剧情/惊悚/犯罪,郑址宇,韩国,2017-11-02,4504,2427,3.0,0.076,0.172,0.513,0.19899999999999998,0.04
191,真相 실제상황,6.7,2532,652,15,84,韩语,剧情/犯罪,金基德,韩国,2000-06-24,3699,2710,3.5,0.121,0.27399999999999997,0.44799999999999995,0.135,0.023
192,殴打诱发者 구타유발자들,7.0,2219,424,10,115,韩语,剧情/惊悚/恐怖,元新渊,韩国,2006-05-31,2751,3702,3.5,0.142,0.358,0.39299999999999996,0.078,0.027999999999999997
193,吉娃娃 チワワちゃん,6.8,2416,1058,10,104,日语,剧情,二宫健,日本,2019-01-18,2933,2797,3.5,0.10099999999999999,0.335,0.449,0.092,0.023
194,撒旦的奴隶2 Pengabdi Setan 2: Communion,6.3,3100,1101,10,119,印度尼西亚语,剧情/悬疑/恐怖,乔可·安华,印度尼西亚,2022-08-04,3530,3488,3.0,0.081,0.235,0.47700000000000004,0.157,0.05
195,盲·道,5.0,6660,2990,141,110,汉语普通话,剧情/犯罪,李杨,中国大陆,2018-02-02,13902,5538,2.5,0.07200000000000001,0.07,0.314,0.359,0.185
196,神秘家族,4.8,11916,5056,231,93,汉语普通话,剧情/悬疑/犯罪,朴裕焕,中国大陆,2017-04-21,33556,7383,2.5,0.04,0.092,0.312,0.34700000000000003,0.21
197,穿孔 Puncture,6.8,2399,925,18,100,英语,剧情,亚当·卡森,美国,2011-09-23,3038,1735,3.5,0.10400000000000001,0.301,0.506,0.078,0.011000000000000001
198,特别市民 특별시민,6.7,2509,712,16,130,韩语,剧情,朴仁载,韩国,2017-04-26,2915,1850,3.5,0.09300000000000001,0.254,0.552,0.092,0.009000000000000001
199,遇见比尔 Meet Bill,6.3,3075,837,20,93,西班牙语,剧情/喜剧,Bernie Goldmann,美国,2007-09-08,4556,2172,3.0,0.067,0.205,0.547,0.156,0.025
200,奇袭地道战,5.6,2842,1556,81,88,汉语普通话,剧情/战争,项秋良,中国大陆,2020-08-07,7903,831,3.0,0.076,0.161,0.35600000000000004,0.28,0.127
201,伟大的巴克·霍华德 The Great Buck Howard,6.9,2288,454,26,90,英语,剧情/喜剧,肖恩·麦金利,美国,2008-01-18,3764,2120,3.5,0.086,0.348,0.5,0.059000000000000004,0.008
202,玛丽·雪莱 Mary Shelley,6.6,2620,967,14,120,英语,剧情/爱情/传记,海法·曼苏尔,英国,2017-09-09,3160,4700,3.5,0.098,0.278,0.48,0.126,0.017
203,首尔大作战 서울대작전,5.2,8195,3396,20,139,韩语,剧情/喜剧/动作/犯罪,文贤盛,韩国,2022-08-26,9620,5031,2.5,0.037000000000000005,0.08800000000000001,0.43,0.34299999999999997,0.102
204,维多利亚与阿卜杜勒 Victoria and Abdul,6.4,2892,1021,18,112,英语,剧情/传记/历史,斯蒂芬·弗雷斯,英国,2017-09-03,4035,2250,3.0,0.066,0.25,0.535,0.12300000000000001,0.026000000000000002
205,战俘拳王 Mistrz,7.2,2021,415,6,91,波兰语,剧情/传记/历史/运动,马西耶·巴尔切夫斯基,波兰,2023-05-26,2333,3829,3.5,0.106,0.391,0.478,0.025,0.0
206,白色物质 White Material,6.9,2275,866,21,106,法语,剧情,克莱尔·德尼,法国,2009-09-06,2959,5016,3.5,0.10300000000000001,0.358,0.444,0.076,0.019
207,不准忘了我 Du hast es versprochen,6.8,2372,798,16,102,德语,剧情/悬疑/惊悚,Alex Schmidt,德国,2012-11-01,3115,1630,3.5,0.092,0.315,0.486,0.094,0.013000000000000001
208,合法入侵 Lakeview Terrace,6.2,3230,686,13,110,英语,剧情/惊悚/犯罪,尼尔·拉布特,美国,2008-09-15,5999,1121,3.0,0.043,0.2,0.5870000000000001,0.14,0.03
209,奥黛丽·赫本的故事 The Audrey Hepburn Story,6.7,2478,478,14,133,英语,剧情/传记,史蒂夫·罗布曼,美国,2001-02-20,3473,3663,3.5,0.096,0.29,0.495,0.102,0.016
210,容基耶尔女士 Mademoiselle de Joncquières,7.2,2010,900,16,109,法语,剧情/爱情,埃马纽埃尔·穆雷,法国,2018-09-07,2387,3389,3.5,0.106,0.45399999999999996,0.39299999999999996,0.042,0.006
211,花园里的萤火虫 Fireflies in the Garden,6.8,2365,708,20,99,英语,剧情/家庭,Dennis Lee,美国,2008-07-17,4140,3236,3.5,0.10099999999999999,0.31,0.504,0.07400000000000001,0.01
212,风暴之土 Viharsarok,7.2,2009,763,9,105,匈牙利语,剧情/同性,Ádám Császi,匈牙利,2014-02-10,2343,3386,3.5,0.138,0.386,0.41200000000000003,0.057,0.006
213,机器之血,4.6,49805,15055,279,110,汉语普通话,剧情/动作/科幻,张立嘉,中国大陆,2017-12-22,150299,9491,2.5,0.022000000000000002,0.057,0.326,0.402,0.193
214,诺曼 Norman: The Moderate Rise and Tragic Fall of a New York Fixer,7.2,2002,853,23,117,英语,剧情/惊悚,约瑟夫·斯达,以色列,2016-09-03,2372,4195,3.5,0.122,0.43200000000000005,0.39,0.045,0.01
215,拉普拉斯的魔女 ラプラスの魔女,5.5,5540,2425,16,115,日语,剧情/悬疑,三池崇史,日本,2018-05-04,7402,3093,3.0,0.046,0.102,0.466,0.32,0.065
216,黑夜幽灵 The Ghost and the Darkness,7.2,2001,427,9,109,英语,剧情/惊悚/冒险,斯蒂芬·霍普金斯,美国,1996-10-11,2414,1707,3.5,0.127,0.41100000000000003,0.41100000000000003,0.042,0.01
217,涂样人生 Tinta Bruta,7.0,2163,903,10,118,葡萄牙语,剧情/同性,菲利普·马泽蒙巴彻尔,巴西,2018-02-18,2573,10969,3.5,0.11,0.374,0.445,0.06,0.012
218,因为爱你，所以没关系 사랑하니까  괜찮아,6.3,3020,885,35,111,韩语,剧情/爱情,郭志均,韩国,2006-08-17,4712,1419,3.0,0.08199999999999999,0.214,0.521,0.152,0.031
219,伊斯梅尔的幽魂 Les Fantomes d'Ismaël,6.7,2461,1194,15,114,法语,剧情/爱情/惊悚,阿诺·戴普勒尚,法国,2017-05-17,4004,5423,3.5,0.107,0.299,0.461,0.11,0.023
220,寄生灵 기생령,6.0,3639,1029,10,77,韩语,剧情/惊悚/恐怖,高锡祯,韩国,2011-08-04,4600,755,3.0,0.048,0.141,0.584,0.19399999999999998,0.033
221,三层楼上 Tre Piani,7.0,2160,1089,3,119,意大利语,剧情,南尼·莫莱蒂,意大利,2021-07-11,2572,4821,3.5,0.094,0.39899999999999997,0.43799999999999994,0.054000000000000006,0.013999999999999999
222,如果我们是季节 우리가 계절이라면,7.0,2151,720,11,60,韩语,剧情/爱情,姜秀妍,韩国,2017-09-03,2522,2374,3.5,0.139,0.33,0.418,0.09300000000000001,0.02
223,我们的新生活,4.8,11150,4955,112,146,汉语普通话,剧情,申奥,中国大陆,2021-07-23,21728,2543,2.5,0.026000000000000002,0.07,0.375,0.34700000000000003,0.183
224,阿根廷，1985 Argentina  1985,7.1,2063,909,11,140,西班牙语,剧情/传记/历史/犯罪,圣地亚哥·米特雷,阿根廷,2022-09-03,2372,5871,3.5,0.121,0.40299999999999997,0.419,0.045,0.013000000000000001
225,春&夏事件簿 ハルチカ,5.8,4182,1651,15,118,日语,剧情/爱情/音乐,市井昌秀,日本,2017-03-04,5120,3654,3.0,0.078,0.15,0.44799999999999995,0.255,0.069
226,军情五处：利益之争 Spooks: The Greater Good,6.1,3380,967,11,104,英语,剧情/动作/惊悚,贝瑞特·奈鲁利,英国,2015-05-08,5343,1259,3.0,0.048,0.17600000000000002,0.565,0.18,0.03
227,血与蜜之地 In the Land of Blood and Honey,6.6,2559,947,26,127,波斯尼亚语,剧情/爱情/战争,安吉丽娜·朱莉,美国,2011-12-23,4013,3506,3.5,0.091,0.285,0.47600000000000003,0.126,0.022000000000000002
228,太平洋的奇迹 太平洋の奇跡－フォックスと呼ばれた男,6.6,2554,828,33,128,日语,剧情/战争,平山秀幸,日本,2011-02-11,3068,1912,3.5,0.127,0.26899999999999996,0.43700000000000006,0.10800000000000001,0.06
229,蜂蜜柠檬苏打 ハニーレモンソーダ,5.7,4523,2173,8,111,日语,剧情/喜剧/爱情,神徳幸治,日本,2021-07-09,5198,3218,3.0,0.078,0.129,0.424,0.28600000000000003,0.08199999999999999
230,禁欲40天 40 Days and 40 Nights,6.3,2978,685,11,96,英语,剧情/喜剧/爱情,麦克·勒曼,法国,2002-03-01,4106,1300,3.0,0.054000000000000006,0.207,0.5760000000000001,0.14,0.022000000000000002
231,美国玛丽 American Mary,6.1,3357,1149,22,103,英语,剧情/恐怖,Jen Soska,加拿大,2012-08-27,3990,2003,3.0,0.079,0.19899999999999998,0.47100000000000003,0.19899999999999998,0.052000000000000005
232,我的小天地 マイスモールランド,7.1,2046,924,8,114,日语,剧情,川和田惠真,法国,2022-02,2333,4364,3.5,0.10400000000000001,0.402,0.441,0.046,0.008
233,游戏改变者 The Gamechangers,6.9,2212,480,6,90,英语,剧情/传记,欧文·哈里斯,英国,2015-09-15,2623,2102,3.5,0.111,0.315,0.485,0.075,0.013000000000000001
234,六天 6 Days,6.4,2801,869,14,94,英语,剧情/动作/惊悚/历史,托亚·弗莱瑟,英国,2017-08-04,3584,2327,3.0,0.062,0.247,0.544,0.126,0.021
235,上班女郎 Working Girl,7.1,2034,685,12,113,英语,剧情/喜剧/爱情,迈克·尼科尔斯,美国,1988-12-21,2578,4486,3.5,0.12,0.38799999999999996,0.43200000000000005,0.047,0.013999999999999999
236,夜袭,5.9,2116,354,26,85,汉语普通话,剧情/战争,安澜,中国大陆,2007-08-24,2975,370,3.0,0.049,0.16,0.528,0.2,0.063
237,斯德哥尔摩 Stockholm,6.6,2520,753,11,92,英语,剧情/喜剧/犯罪,罗伯特·布德里奥,美国,2018-04-19,4348,2458,3.5,0.064,0.27399999999999997,0.5660000000000001,0.086,0.01
238,西部战线 서부전선,6.7,2403,709,11,112,韩语,剧情/战争,千成日,韩国,2015-09-24,2831,2507,3.5,0.10800000000000001,0.278,0.502,0.091,0.021
239,颤栗汪洋 Open water,6.3,2941,892,8,79,英语,剧情/惊悚/恐怖,克里斯·肯蒂斯,美国,2004-09-16,3670,2884,3.0,0.07,0.23800000000000002,0.498,0.151,0.044000000000000004
240,内战前 Antebellum,6.4,2781,996,16,105,英语,剧情/悬疑/惊悚,杰拉德·布什,美国,2020-09-18,3860,3308,3.0,0.09300000000000001,0.249,0.465,0.157,0.035
241,空中撤离 Airlift,6.9,2193,765,17,130,印地语,剧情/动作/历史,拉加·门农,印度,2016-01-22,2531,1062,3.5,0.121,0.35200000000000004,0.42700000000000005,0.08,0.02
242,女老师与女学生 여선생 VS 여제자,6.5,2634,301,8,109,韩语,剧情/喜剧,张圭声,韩国,2004-11-17,3917,597,3.5,0.081,0.23800000000000002,0.561,0.098,0.022000000000000002
243,鬼讯号2：灵异透视 White Noise 2: The Light,6.4,2771,644,12,99,英语,剧情/惊悚/恐怖/奇幻,帕特里克·卢西尔,美国,2007-01-05,3709,992,3.0,0.07400000000000001,0.214,0.5720000000000001,0.124,0.017
244,驴皮公主 Peau d'âne,7.1,2017,926,4,90,法语,剧情/爱情/奇幻,雅克·德米,法国,1970-12-20,2632,4188,3.5,0.135,0.36200000000000004,0.43799999999999994,0.055,0.01
245,深夜的红酒 คืนนั้น,5.4,5926,1895,29,105,泰语,剧情/同性,坦瓦林·苏卡皮西特,泰国,2015-07-23,7760,4917,2.5,0.078,0.11599999999999999,0.35200000000000004,0.325,0.13
246,我的生存之道 How I Live Now,6.3,2920,1013,12,101,英语,剧情,凯文·麦克唐纳,英国,2013-10-04,3992,3118,3.0,0.098,0.196,0.48100000000000004,0.195,0.031
247,一路惊心,5.4,3288,932,12,90,汉语普通话,剧情/喜剧,李伟,中国大陆,2011-06-28,6022,216,2.5,0.037000000000000005,0.11199999999999999,0.48700000000000004,0.267,0.09699999999999999
248,圆舞360 360,6.8,2274,947,18,115,英语,剧情/爱情,费尔南多·梅里尔斯,英国,2011-09-09,3074,2784,3.5,0.098,0.331,0.47200000000000003,0.085,0.015
249,决战食神,4.6,37514,13811,328,98,汉语普通话,剧情/动作,叶伟民,中国大陆,2017-02-10,99758,5280,2.5,0.025,0.055999999999999994,0.318,0.42200000000000004,0.18
250,假面病房 仮面病棟,6.4,2755,1043,6,114,日语,剧情/悬疑,木村尚,日本,2020-03-06,3134,1875,3.0,0.065,0.23,0.552,0.134,0.019
251,斗牛士 The Matador,6.8,2269,440,17,96,英语,剧情/喜剧/惊悚/犯罪,Richard Shepard,美国,2005-09-15,2930,561,3.5,0.1,0.327,0.47200000000000003,0.08800000000000001,0.012
